label,anatomy,,,isomap_theta,,,isomap_theta_dist,,,Q
40.00,1.66,-38.17,31.70,9.54,9.37,0.07,-2.64,-0.66,-0.39,2.00
41.00,-14.57,13.22,-3.47,6.96,-5.03,-3.91,-0.83,0.59,0.32,2.00
42.00,18.36,-33.89,-2.19,0.30,8.77,-5.01,0.19,-0.72,0.66,3.00
43.00,61.26,-20.23,-16.23,8.90,1.19,-6.05,-1.05,-0.31,0.75,2.00
44.00,-28.71,-6.18,57.29,-7.76,-4.99,6.11,1.16,0.43,-0.89,1.00
45.00,44.42,30.37,-10.37,6.18,-8.07,-3.01,-0.95,0.69,0.12,2.00
46.00,-6.10,-86.69,24.56,-5.43,11.28,1.13,1.12,-1.37,-0.35,3.00
47.00,0.51,17.03,32.16,-1.61,-8.12,-0.18,0.25,1.10,0.45,1.00
48.00,-52.29,-50.05,41.71,8.95,-2.50,9.45,-1.66,1.18,-0.29,2.00
49.00,-28.44,32.00,-15.56,8.17,-7.83,-1.84,-1.10,0.14,0.41,2.00
50.00,1.20,-52.23,14.72,9.99,8.80,-0.26,-1.83,-1.29,0.14,2.00
51.00,36.07,18.09,3.12,-2.83,-11.05,-0.13,0.80,1.19,-0.12,1.00
52.00,42.73,-19.48,53.20,-10.53,-3.34,-0.65,1.68,0.22,-0.15,1.00
53.00,-39.36,21.01,41.71,12.56,1.41,8.60,-2.37,0.19,-0.39,2.00
54.00,33.29,-30.79,-16.75,2.03,8.91,-4.22,-0.30,-1.08,0.53,3.00
55.00,-43.92,-52.08,-19.28,-8.90,11.07,0.93,1.06,-1.05,-0.12,3.00
56.00,28.25,-0.34,56.21,-7.71,-1.23,7.55,1.12,0.38,-1.05,1.00
57.00,12.34,-44.19,67.43,-9.55,-0.89,-1.46,1.39,0.27,0.24,1.00
58.00,61.12,-16.75,11.97,-7.61,-7.62,-2.73,1.61,0.42,0.08,1.00
59.00,-28.08,1.33,3.11,-3.36,-8.57,-2.28,0.93,0.91,0.41,1.00
60.00,59.31,-43.62,10.28,-8.43,-5.86,-5.65,0.91,0.60,0.44,1.00
61.00,-11.79,-70.02,5.81,-2.40,11.29,0.30,0.73,-0.91,0.20,3.00
62.00,29.21,25.03,-15.45,10.24,-6.25,-4.19,-1.31,0.21,0.24,2.00
63.00,-57.15,-14.60,-16.00,0.92,2.05,-8.87,-0.45,-0.50,1.00,2.00
64.00,-43.32,1.48,47.52,1.66,-1.90,10.41,-0.13,0.52,-0.83,2.00
65.00,-44.77,33.40,-8.63,7.78,-3.42,-5.24,-1.29,0.21,0.31,2.00
66.00,31.04,55.25,14.24,5.94,-5.80,4.56,-1.58,1.08,-0.05,2.00
67.00,-8.43,-32.98,45.06,-7.66,-4.69,-1.18,1.16,0.44,0.69,1.00
68.00,-41.50,13.56,-28.19,6.06,0.74,-7.91,-0.50,-0.15,1.00,2.00
69.00,0.16,0.33,41.51,-5.95,-6.81,-2.67,1.60,0.69,-0.18,1.00
70.00,13.42,-77.19,38.55,-2.45,10.89,5.71,0.72,-1.06,-0.71,3.00
71.00,-43.02,-66.47,39.74,11.16,6.73,7.66,-2.61,-0.44,-0.83,2.00
72.00,46.80,7.96,-10.09,-3.30,-8.17,-3.27,0.77,0.89,0.30,1.00
73.00,-13.09,6.00,13.55,8.59,-7.47,-1.19,-1.43,0.79,-0.03,2.00
74.00,46.34,-72.94,15.42,-6.88,8.32,1.23,1.29,-1.10,-0.39,3.00
75.00,37.05,-12.25,-26.46,2.31,4.68,-8.62,-0.12,-0.43,0.84,2.00
76.00,-58.51,-7.82,25.49,-8.84,-5.75,-3.56,1.61,0.32,-0.01,1.00
77.00,7.83,-73.81,5.75,-4.70,11.17,1.27,0.69,-1.22,-0.29,3.00
78.00,-17.50,-15.59,69.64,-10.13,-3.34,0.40,1.66,0.48,-0.16,1.00
79.00,0.15,52.25,25.87,11.62,6.23,-2.74,-2.63,-0.52,-0.29,2.00
80.00,-19.22,-6.49,-16.29,0.69,-1.04,-9.64,0.02,0.03,1.22,2.00
81.00,40.19,-42.52,48.35,-8.49,-0.57,9.17,1.40,0.03,-0.78,1.00
82.00,13.09,-0.61,16.61,6.89,-8.23,3.16,-1.14,0.56,-0.02,2.00
83.00,-26.76,12.19,55.61,9.25,-0.79,9.40,-1.61,0.91,-0.16,2.00
84.00,-29.73,-35.68,61.86,-10.85,-2.91,-0.96,1.54,0.31,0.01,1.00
85.00,-34.08,-80.96,25.65,-3.94,8.98,4.61,0.62,-0.80,-0.53,3.00
86.00,59.33,-0.86,25.57,-9.89,-4.65,1.10,1.74,0.18,-0.02,1.00
87.00,-58.57,-48.33,-8.62,9.04,-4.18,2.96,-0.99,0.40,-0.23,2.00
88.00,47.44,-52.32,-17.09,-8.01,8.68,3.81,1.25,-0.98,-0.45,3.00
89.00,-51.82,-2.97,-28.73,0.72,2.68,-9.02,-0.58,-0.66,0.91,2.00
90.00,35.34,-86.19,9.21,-7.76,10.63,0.81,1.03,-1.32,-0.40,3.00
91.00,-9.81,62.45,13.92,13.67,6.32,-1.85,-2.31,-0.83,-0.28,2.00
92.00,17.30,-54.98,2.86,-2.29,10.60,0.23,0.69,-1.40,0.08,3.00
93.00,27.82,34.94,41.33,10.72,7.85,4.21,-2.29,-0.32,-0.36,2.00
94.00,54.47,-27.96,-0.60,-2.71,-5.35,-7.42,0.52,0.67,1.15,2.00
95.00,-6.95,-92.63,1.44,-6.15,10.96,0.74,0.69,-1.35,-0.14,3.00
96.00,1.60,56.71,-7.60,12.72,3.92,-5.96,-2.29,-0.88,-0.21,2.00
97.00,30.29,6.83,-19.38,0.40,0.43,-8.50,0.33,0.09,1.16,2.00
98.00,1.85,-23.29,67.76,-12.20,-3.99,0.22,1.58,0.17,0.50,1.00
99.00,-29.19,12.70,-17.19,7.00,-1.60,-6.92,-0.99,0.13,0.66,2.00
100.00,42.45,49.81,-5.01,7.02,-6.06,5.82,-1.21,0.91,-0.18,2.00
101.00,-26.25,-73.57,40.43,-7.26,6.31,8.66,0.58,-0.82,-0.76,3.00
102.00,44.00,1.60,49.08,-3.07,-5.78,8.77,1.20,0.65,-0.41,1.00
103.00,-56.66,-28.38,36.42,-10.45,-4.42,4.85,1.68,0.48,-0.61,1.00
104.00,-56.95,-48.18,8.70,-3.41,-6.60,-7.06,0.76,0.40,0.87,1.00
105.00,55.25,5.50,5.25,-6.81,-8.17,-2.26,1.38,0.73,0.04,1.00
106.00,-40.18,-12.77,12.41,-6.06,-5.20,-5.50,1.42,0.49,0.22,1.00
107.00,-28.12,-37.32,-11.88,0.36,9.70,-5.61,-0.33,-1.15,0.67,3.00
108.00,0.66,-14.53,51.09,-8.55,-4.37,-2.70,1.58,0.42,0.07,1.00
109.00,28.00,44.18,-14.18,7.83,-3.77,-0.03,-1.39,0.39,0.15,2.00
110.00,-30.87,38.64,33.27,6.95,-9.14,1.11,-0.69,0.73,-0.30,2.00
111.00,30.17,18.17,52.04,10.52,6.28,9.20,-2.03,-0.29,-0.83,2.00
112.00,60.88,-30.63,25.75,-8.03,-8.37,0.24,1.72,0.55,-0.21,1.00
113.00,-44.89,-0.12,-14.83,-3.67,-3.60,-7.59,0.93,0.42,0.88,1.00
114.00,-26.00,-92.41,11.49,-6.75,11.01,-0.39,1.08,-1.47,-0.25,3.00
115.00,29.24,-67.33,46.71,-5.88,5.25,8.69,0.85,-0.40,-1.10,3.00
116.00,-9.46,47.20,39.53,14.88,5.13,1.30,-2.35,-0.82,-0.37,2.00
117.00,23.85,-12.88,67.12,-10.06,-3.06,3.16,1.59,0.28,-0.31,1.00
118.00,14.82,14.69,6.75,8.42,-7.65,0.61,-1.39,0.61,0.14,2.00
119.00,-14.85,-65.74,55.41,-6.13,7.20,8.25,1.14,-0.30,-0.74,3.00
120.00,40.24,-10.52,-4.68,-4.30,-7.24,-4.71,1.27,0.56,0.38,1.00
121.00,21.65,-68.96,-11.87,-5.27,12.35,-0.18,1.20,-1.36,-0.35,3.00
122.00,10.21,63.16,9.68,10.50,4.88,-4.95,-2.33,-0.83,-0.24,2.00
123.00,54.50,-2.80,-26.20,4.94,4.50,-8.16,-0.80,-0.71,1.11,2.00
124.00,-49.85,23.54,8.77,5.16,-4.19,-1.82,-0.68,0.69,-0.31,2.00
125.00,17.15,-89.05,21.65,-7.48,10.35,-0.50,1.10,-1.21,-0.39,3.00
126.00,52.94,-61.12,0.97,-11.39,0.02,1.30,1.64,-0.16,-0.24,3.00
127.00,51.36,28.85,4.59,1.10,-8.13,4.04,-0.20,0.96,-0.06,2.00
128.00,-31.95,-20.69,-18.83,2.86,2.64,-9.45,-0.80,-0.70,1.11,2.00
129.00,-56.93,-10.21,4.82,-5.99,-5.37,-5.47,1.48,0.60,0.23,1.00
130.00,-8.23,-74.53,40.45,4.70,11.39,7.14,-1.39,-0.08,-0.60,3.00
131.00,1.16,-4.05,4.53,7.57,-4.93,-2.11,-1.40,0.40,0.25,2.00
132.00,-0.26,31.60,44.84,9.85,-6.59,3.62,-2.04,0.86,-0.18,2.00
133.00,-46.81,-71.48,11.57,-7.12,3.65,-3.21,1.34,-1.11,0.01,3.00
134.00,-44.78,27.17,25.76,8.80,-6.96,6.54,-0.94,0.95,-0.56,2.00
135.00,57.89,-7.12,-8.53,-2.08,-3.57,-7.64,1.11,0.40,1.01,1.00
136.00,-51.75,-13.68,39.85,-11.90,-2.29,-0.61,1.74,0.25,0.07,1.00
137.00,21.00,-11.56,-16.78,3.05,4.69,-7.62,-0.06,-0.59,1.07,2.00
138.00,-34.55,-53.05,49.17,-4.51,-0.02,11.56,0.50,0.32,-1.14,1.00
139.00,53.45,-11.15,38.81,-11.33,-2.64,0.32,1.81,0.32,0.00,1.00
140.00,-21.50,-91.46,-12.71,-4.05,10.81,-2.04,0.50,-1.17,0.17,3.00
141.00,-36.43,-77.53,-15.40,-7.64,8.56,-0.61,0.99,-1.10,-0.16,3.00
142.00,-0.41,21.04,-8.64,7.83,1.78,-6.54,-0.66,-0.15,0.78,2.00
143.00,10.43,1.66,65.84,-8.69,-5.96,1.23,1.43,0.59,-0.40,1.00
144.00,9.86,-63.04,55.79,-1.38,3.66,9.79,0.12,-0.19,-1.32,3.00
145.00,51.47,21.25,20.57,-2.15,-4.34,12.10,0.28,1.00,-1.00,2.00
146.00,-54.16,7.63,17.26,-6.59,-7.91,2.56,1.29,0.77,-0.69,1.00
147.00,44.83,-64.45,38.91,13.62,6.98,5.77,-2.35,0.32,-0.48,2.00
148.00,-26.05,52.45,22.70,7.33,-8.54,0.05,-1.14,0.68,-0.10,2.00
149.00,32.47,44.80,27.44,1.62,-10.12,3.81,-0.55,0.69,-0.31,2.00
150.00,-41.06,49.43,-3.62,12.60,-3.31,6.90,-1.54,1.14,-0.50,2.00
151.00,32.68,-77.53,30.34,-7.04,9.46,4.64,1.27,-1.09,-0.69,3.00
152.00,-43.45,-37.29,48.05,-9.21,-4.04,6.62,1.10,0.18,-0.90,1.00
153.00,27.82,-48.95,-13.61,-5.35,10.92,0.89,1.18,-1.39,-0.16,3.00
154.00,-8.72,20.00,60.00,10.43,-7.18,4.65,-1.20,0.46,0.18,2.00
155.00,-1.24,-54.49,38.35,8.99,10.80,2.06,-2.39,-0.84,-0.26,2.00
156.00,30.17,-87.11,-11.16,-6.03,11.65,-1.83,0.92,-1.28,0.01,3.00
157.00,-14.79,-74.07,-10.59,-6.32,12.07,0.48,1.09,-1.20,-0.37,3.00
158.00,26.41,1.47,-0.41,-0.49,-8.99,-1.22,0.41,0.86,0.41,1.00
159.00,-13.91,-52.47,-1.15,-1.87,10.91,-2.37,0.34,-1.26,0.29,3.00
160.00,55.54,-28.76,43.37,-8.62,-5.08,5.89,1.70,0.54,-0.56,1.00
161.00,45.09,13.89,-23.93,3.21,-1.24,-7.81,-0.16,0.39,1.24,2.00
162.00,-8.20,0.85,65.78,-8.74,-5.89,1.62,1.42,0.59,-0.43,1.00
163.00,-27.69,57.69,4.46,12.47,-4.42,1.69,-2.39,0.03,-0.70,2.00
164.00,-47.23,5.41,2.14,-3.51,-8.42,-3.03,1.02,0.82,-0.23,1.00
165.00,43.76,-24.49,15.59,-5.40,-6.01,-6.43,1.27,0.56,0.20,1.00
166.00,12.05,43.28,45.44,13.05,7.73,4.35,-2.20,-0.31,-0.39,2.00
167.00,13.22,21.65,59.11,6.33,-3.44,-0.16,-1.18,0.67,0.06,2.00
168.00,-18.96,-52.15,64.79,-9.96,0.18,0.81,1.63,-0.18,-0.24,1.00
169.00,-27.56,-57.52,-13.72,-6.14,8.69,-2.74,0.94,-1.21,-0.05,3.00
170.00,-21.96,30.71,46.93,12.06,2.39,3.36,-2.41,-0.83,-0.25,2.00
171.00,14.61,56.78,28.83,12.40,3.68,-2.58,-2.46,-0.56,-0.26,2.00
172.00,8.24,-86.35,-12.75,-6.65,11.91,-0.35,0.46,-1.35,-0.03,3.00
173.00,-46.67,14.40,-11.95,0.70,-6.46,-5.39,0.21,0.79,1.10,2.00
174.00,-4.29,-52.43,57.71,-9.32,2.40,0.75,1.34,-0.48,0.22,3.00
175.00,30.61,-0.73,-36.67,-2.37,0.97,-6.50,0.35,-0.23,0.91,2.00
176.00,-15.53,-29.77,-19.43,6.89,6.34,-6.82,-1.18,-0.42,0.67,2.00
177.00,-43.09,-30.86,14.82,-6.42,-4.28,-6.26,1.34,0.41,0.37,1.00
