label,anatomy,,,isomap_theta,,,isomap_theta_dist,,,Q
27.00,0.65,-16.29,34.47,10.78,2.81,5.33,-1.54,-0.54,0.23,3.00
28.00,29.14,-54.33,59.16,-7.05,-1.05,-5.22,1.72,0.28,-0.73,1.00
29.00,42.95,10.28,-37.05,4.08,-1.81,7.51,-0.61,-0.39,0.69,3.00
30.00,-57.40,-43.13,26.02,-4.04,8.26,2.94,0.41,-0.99,-0.06,2.00
31.00,-45.66,8.55,31.40,0.15,5.52,-9.89,0.09,-0.73,-1.05,3.00
32.00,40.40,-4.66,10.37,-7.20,4.30,4.19,1.21,-0.55,0.29,2.00
33.00,-13.79,-31.72,0.41,-1.38,-2.41,3.37,0.63,0.47,0.99,3.00
34.00,42.04,24.37,37.39,11.33,2.15,-9.12,-2.08,-0.40,-1.05,3.00
35.00,62.02,-41.89,-8.48,4.05,2.72,6.35,-0.39,-0.79,0.48,3.00
36.00,1.72,33.66,23.94,12.32,2.37,-1.24,-1.46,-0.89,-0.07,3.00
37.00,-28.78,50.44,-12.98,9.94,5.58,-4.45,-1.25,-0.54,-0.46,3.00
38.00,13.27,-94.02,1.76,-9.79,-12.67,-1.24,1.05,1.39,-0.02,1.00
39.00,-8.71,-17.67,9.86,2.77,0.40,1.03,-0.67,-0.64,-0.28,3.00
40.00,1.66,-38.17,31.70,11.49,-10.07,1.57,-2.22,1.13,-0.11,3.00
41.00,-14.57,13.22,-3.47,8.61,3.61,2.15,-1.02,-0.98,0.30,3.00
42.00,18.36,-33.89,-2.19,-5.57,-8.15,-0.35,0.68,1.48,0.47,3.00
43.00,61.26,-20.23,-16.23,7.38,-2.69,5.84,-1.57,0.37,0.43,3.00
44.00,-28.71,-6.18,57.29,-6.44,4.03,-4.41,1.39,-0.39,-0.70,1.00
45.00,44.42,30.37,-10.37,6.52,7.63,3.38,-1.00,-1.03,0.27,3.00
46.00,-6.10,-86.69,24.56,-6.88,-11.68,-1.29,1.28,1.17,-0.40,1.00
47.00,0.51,17.03,32.16,-2.77,7.64,1.83,0.45,-1.14,-0.34,2.00
48.00,-52.29,-50.05,41.71,6.41,4.07,-11.01,-1.47,-0.74,-0.87,3.00
49.00,-28.44,32.00,-15.56,8.85,5.87,-0.20,-0.66,-0.79,0.40,3.00
50.00,1.20,-52.23,14.72,8.72,-9.62,5.45,-2.26,1.42,-0.12,3.00
51.00,36.07,18.09,3.12,-6.29,10.21,2.95,1.00,-0.99,0.09,2.00
52.00,42.73,-19.48,53.20,-7.11,1.72,3.18,1.61,-0.08,0.45,1.00
53.00,-39.36,21.01,41.71,11.49,-1.09,-7.77,-2.37,-0.02,-0.71,3.00
54.00,33.29,-30.79,-16.75,-1.61,-7.81,4.96,-0.35,1.35,0.26,3.00
55.00,-43.92,-52.08,-19.28,-5.03,-3.67,-1.81,1.63,0.44,0.28,1.00
56.00,28.25,-0.34,56.21,-6.25,3.74,-6.13,1.67,-0.16,-1.01,1.00
57.00,12.34,-44.19,67.43,-8.67,1.31,-0.34,1.38,-0.15,0.45,1.00
58.00,61.12,-16.75,11.97,-6.17,4.82,5.07,1.19,-0.57,0.26,2.00
59.00,-28.08,1.33,3.11,-5.80,7.68,1.97,0.68,-1.11,-0.09,2.00
60.00,59.31,-43.62,10.28,-1.02,5.33,6.64,0.42,-0.57,0.62,2.00
61.00,-11.79,-70.02,5.81,-6.79,-8.13,0.67,1.22,1.40,0.13,1.00
62.00,29.21,25.03,-15.45,8.07,6.09,5.50,-0.98,-0.93,0.38,3.00
63.00,-57.15,-14.60,-16.00,7.96,-2.60,8.06,-1.68,0.18,1.11,3.00
64.00,-43.32,1.48,47.52,0.62,6.36,-3.60,0.05,-0.69,-0.57,3.00
65.00,-44.77,33.40,-8.63,8.72,4.19,3.39,-1.37,-0.92,0.18,3.00
66.00,31.04,55.25,14.24,8.25,7.17,-4.03,-1.33,-1.05,-0.33,3.00
67.00,-8.43,-32.98,45.06,-5.14,0.85,2.60,0.63,-0.33,0.80,2.00
68.00,-41.50,13.56,-28.19,5.32,-0.85,7.45,-1.09,0.09,1.04,3.00
69.00,0.16,0.33,41.51,-6.30,7.32,2.82,1.11,-0.82,-0.01,2.00
70.00,13.42,-77.19,38.55,-6.75,-10.86,-2.82,0.83,1.44,-0.73,1.00
71.00,-43.02,-66.47,39.74,14.10,-7.97,-1.22,-2.62,1.09,-0.04,3.00
72.00,46.80,7.96,-10.09,-3.82,7.41,5.37,0.72,-0.90,0.24,2.00
73.00,-13.09,6.00,13.55,10.01,5.12,-0.24,-1.15,-0.86,0.19,3.00
74.00,46.34,-72.94,15.42,-6.82,-6.98,-3.11,1.38,1.06,-0.56,1.00
75.00,37.05,-12.25,-26.46,2.13,-3.90,5.77,-0.19,0.34,0.91,3.00
76.00,-58.51,-7.82,25.49,-6.94,4.01,5.11,0.96,-0.39,0.54,1.00
77.00,7.83,-73.81,5.75,-5.40,-10.84,-0.53,1.00,1.40,-0.05,1.00
78.00,-17.50,-15.59,69.64,-5.54,3.37,-1.10,1.35,-0.41,0.57,1.00
79.00,0.15,52.25,25.87,14.83,-4.38,-2.72,-2.74,0.65,-0.28,3.00
80.00,-19.22,-6.49,-16.29,0.90,0.64,9.41,-0.69,-0.41,0.92,3.00
81.00,40.19,-42.52,48.35,-6.63,4.41,-8.38,1.50,-0.17,-1.06,1.00
82.00,13.09,-0.61,16.61,7.27,3.22,0.11,-1.10,-0.87,0.25,3.00
83.00,-26.76,12.19,55.61,9.88,-1.66,-10.96,-1.38,0.07,-1.17,3.00
84.00,-29.73,-35.68,61.86,-7.00,2.02,1.15,1.46,-0.21,0.27,1.00
85.00,-34.08,-80.96,25.65,-3.62,-10.74,-3.07,0.64,1.72,-0.73,1.00
86.00,59.33,-0.86,25.57,-9.75,3.36,3.00,1.43,-0.49,0.28,1.00
87.00,-58.57,-48.33,-8.62,9.64,6.67,-4.41,-0.78,-0.35,-0.23,3.00
88.00,47.44,-52.32,-17.09,-9.96,-5.66,-3.75,1.59,0.78,-0.31,1.00
89.00,-51.82,-2.97,-28.73,7.61,-4.63,6.23,-1.71,0.48,0.58,3.00
90.00,35.34,-86.19,9.21,-9.28,-8.99,-4.23,1.43,1.22,-0.25,1.00
91.00,-9.81,62.45,13.92,15.16,-4.96,3.60,-2.33,0.48,0.21,3.00
92.00,17.30,-54.98,2.86,-3.61,-9.90,0.03,0.47,1.51,0.10,1.00
93.00,27.82,34.94,41.33,14.03,-6.18,-8.75,-2.19,1.01,-0.70,3.00
94.00,54.47,-27.96,-0.60,3.00,3.39,6.88,-0.17,-0.66,0.55,2.00
95.00,-6.95,-92.63,1.44,-8.97,-10.02,-0.33,1.33,1.20,0.07,1.00
96.00,1.60,56.71,-7.60,11.02,-5.72,5.59,-2.20,0.89,0.25,3.00
97.00,30.29,6.83,-19.38,-2.36,1.04,7.87,0.14,-0.47,0.82,3.00
98.00,1.85,-23.29,67.76,-7.49,4.92,0.90,0.72,-0.17,0.86,1.00
99.00,-29.19,12.70,-17.19,6.55,5.01,7.52,-1.02,-0.53,0.53,3.00
100.00,42.45,49.81,-5.01,5.99,6.46,-8.07,-0.73,-0.80,-0.79,3.00
101.00,-26.25,-73.57,40.43,-1.59,-6.39,-9.16,0.97,0.76,-1.04,1.00
102.00,44.00,1.60,49.08,-8.13,5.64,-5.47,1.44,-0.77,-0.58,1.00
103.00,-56.66,-28.38,36.42,-8.99,4.74,-2.84,1.32,-0.67,-0.59,1.00
104.00,-56.95,-48.18,8.70,-1.89,3.22,3.43,-0.14,-0.88,0.24,2.00
105.00,55.25,5.50,5.25,-6.55,7.70,1.81,1.20,-0.80,-0.07,2.00
106.00,-40.18,-12.77,12.41,-6.86,5.90,7.04,0.91,-0.63,0.46,2.00
107.00,-28.12,-37.32,-11.88,0.26,-8.34,4.68,-0.10,1.57,0.48,3.00
108.00,0.66,-14.53,51.09,-7.24,6.13,1.91,0.97,-0.74,0.35,2.00
109.00,28.00,44.18,-14.18,11.38,7.98,-4.87,-0.88,-0.83,-0.06,3.00
110.00,-30.87,38.64,33.27,9.51,5.85,-3.04,-1.15,-0.65,-0.17,3.00
111.00,30.17,18.17,52.04,6.31,-4.33,-12.23,-1.69,0.68,-1.36,3.00
112.00,60.88,-30.63,25.75,-7.15,6.83,1.52,1.47,-0.73,0.06,2.00
113.00,-44.89,-0.12,-14.83,-2.59,2.73,6.41,0.32,-0.78,0.54,2.00
114.00,-26.00,-92.41,11.49,-8.34,-8.42,-3.79,1.54,1.26,-0.38,1.00
115.00,29.24,-67.33,46.71,-6.70,-5.22,-6.63,1.13,0.64,-0.96,1.00
116.00,-9.46,47.20,39.53,16.67,-6.00,-0.16,-2.50,0.74,0.08,3.00
117.00,23.85,-12.88,67.12,-6.40,2.89,-0.65,1.38,-0.38,0.32,1.00
118.00,14.82,14.69,6.75,8.46,6.45,0.68,-1.11,-0.71,-0.08,3.00
119.00,-14.85,-65.74,55.41,-7.45,-5.53,-7.70,1.35,0.38,-0.96,1.00
120.00,40.24,-10.52,-4.68,-4.21,6.27,4.97,0.73,-0.88,0.11,2.00
121.00,21.65,-68.96,-11.87,-8.29,-9.97,-0.08,1.45,0.98,-0.17,1.00
122.00,10.21,63.16,9.68,11.17,-5.94,5.49,-2.07,0.53,0.49,3.00
123.00,54.50,-2.80,-26.20,6.61,-4.26,6.80,-1.53,0.48,0.79,3.00
124.00,-49.85,23.54,8.77,7.56,6.34,-1.26,-1.02,-1.00,0.29,3.00
125.00,17.15,-89.05,21.65,-7.98,-9.85,-2.52,1.53,1.11,-0.27,1.00
126.00,52.94,-61.12,0.97,-11.33,-0.49,-0.83,1.67,0.27,0.06,1.00
127.00,51.36,28.85,4.59,-0.91,10.15,3.99,0.26,-1.21,-0.26,3.00
128.00,-31.95,-20.69,-18.83,1.30,-3.70,7.89,-1.05,0.97,0.67,3.00
129.00,-56.93,-10.21,4.82,-6.64,6.25,6.38,0.91,-0.76,0.49,2.00
130.00,-8.23,-74.53,40.45,-3.28,-8.32,-3.34,-0.28,1.75,-0.67,1.00
131.00,1.16,-4.05,4.53,6.48,3.56,-0.06,-0.92,-0.74,0.20,3.00
132.00,-0.26,31.60,44.84,10.75,5.31,-7.33,-2.05,-0.88,-0.48,3.00
133.00,-46.81,-71.48,11.57,-4.86,-5.71,4.22,1.36,1.28,0.36,1.00
134.00,-44.78,27.17,25.76,5.20,5.40,-8.06,-1.55,-0.59,-0.79,3.00
135.00,57.89,-7.12,-8.53,-0.44,-0.37,7.24,-0.61,-0.31,1.03,2.00
136.00,-51.75,-13.68,39.85,-7.37,2.12,3.68,1.30,-0.30,0.50,1.00
137.00,21.00,-11.56,-16.78,0.87,-1.85,7.19,-0.52,0.34,1.02,3.00
138.00,-34.55,-53.05,49.17,-6.79,4.75,-9.69,0.89,-0.36,-0.88,1.00
139.00,53.45,-11.15,38.81,-9.17,3.51,-0.14,1.62,-0.27,0.25,1.00
140.00,-21.50,-91.46,-12.71,-11.15,-9.89,-2.76,1.33,1.25,0.19,1.00
141.00,-36.43,-77.53,-15.40,-9.39,-8.95,-1.11,1.55,1.14,0.22,1.00
142.00,-0.41,21.04,-8.64,7.81,-0.78,5.26,-0.57,0.33,0.43,3.00
143.00,10.43,1.66,65.84,-7.86,8.05,0.27,1.44,-0.74,0.01,2.00
144.00,9.86,-63.04,55.79,-9.39,-5.00,-4.60,1.03,1.32,-0.19,1.00
145.00,51.47,21.25,20.57,-3.54,8.10,-6.99,0.60,-0.85,-0.80,3.00
146.00,-54.16,7.63,17.26,-5.09,8.20,-3.93,0.98,-1.06,-0.36,2.00
147.00,44.83,-64.45,38.91,13.54,-6.59,-9.05,-2.48,0.58,-1.08,3.00
148.00,-26.05,52.45,22.70,10.33,6.26,-1.88,-1.54,-0.60,-0.05,3.00
149.00,32.47,44.80,27.44,0.11,10.31,-1.79,-0.17,-1.10,-0.78,2.00
150.00,-41.06,49.43,-3.62,7.72,5.08,-9.20,-1.68,-0.42,-0.69,3.00
151.00,32.68,-77.53,30.34,-5.98,-9.47,-7.21,1.55,1.22,-0.36,1.00
152.00,-43.45,-37.29,48.05,-6.00,4.24,-7.04,0.85,-0.64,-1.08,1.00
153.00,27.82,-48.95,-13.61,-6.18,-8.33,1.36,1.11,1.28,0.03,1.00
154.00,-8.72,20.00,60.00,6.22,7.76,-4.27,-1.45,-0.87,-0.05,3.00
155.00,-1.24,-54.49,38.35,11.52,-10.78,-0.15,-1.92,1.80,0.10,3.00
156.00,30.17,-87.11,-11.16,-10.84,-10.15,-4.30,1.26,1.50,0.17,1.00
157.00,-14.79,-74.07,-10.59,-9.20,-9.90,-1.23,1.58,0.92,-0.14,1.00
158.00,26.41,1.47,-0.41,-3.10,7.24,2.88,0.44,-0.94,0.19,2.00
159.00,-13.91,-52.47,-1.15,-2.37,-8.60,2.15,0.59,1.65,0.10,1.00
160.00,55.54,-28.76,43.37,-7.18,4.95,-6.30,1.62,-0.39,-0.56,1.00
161.00,45.09,13.89,-23.93,2.94,-2.02,5.82,-0.64,-0.26,0.71,3.00
162.00,-8.20,0.85,65.78,-7.83,6.02,1.02,1.11,-0.87,0.11,2.00
163.00,-27.69,57.69,4.46,9.93,1.55,-7.93,-1.72,-0.43,-0.66,3.00
164.00,-47.23,5.41,2.14,-6.30,8.79,0.06,1.03,-0.96,0.02,2.00
165.00,43.76,-24.49,15.59,-5.44,5.45,7.58,0.82,-0.67,0.49,2.00
166.00,12.05,43.28,45.44,13.04,-8.47,-3.15,-2.30,0.87,-0.01,3.00
167.00,13.22,21.65,59.11,10.41,9.27,1.96,-1.11,-0.85,-0.54,3.00
168.00,-18.96,-52.15,64.79,-7.92,2.21,-3.55,1.73,-0.22,0.15,1.00
169.00,-27.56,-57.52,-13.72,-6.05,-8.34,-0.60,1.28,1.28,-0.08,1.00
170.00,-21.96,30.71,46.93,14.03,-8.16,-1.32,-2.47,0.74,0.13,3.00
171.00,14.61,56.78,28.83,12.48,-9.31,1.97,-2.21,0.49,-0.55,3.00
172.00,8.24,-86.35,-12.75,-8.51,-11.39,-2.59,1.32,1.24,-0.51,1.00
173.00,-46.67,14.40,-11.95,-1.23,6.29,5.60,-0.28,-1.01,0.26,2.00
174.00,-4.29,-52.43,57.71,-7.51,-3.99,0.30,1.51,0.67,0.55,1.00
175.00,30.61,-0.73,-36.67,-1.79,-2.34,3.99,0.11,-0.37,0.95,3.00
176.00,-15.53,-29.77,-19.43,4.45,-6.63,7.14,-0.89,0.85,0.77,3.00
177.00,-43.09,-30.86,14.82,-3.51,4.12,6.41,0.73,-0.59,0.62,2.00
